0 7693467 9156234 9910115
1 7851464 9259847 9713830
2 7991336 9375805 9691954
3 8060784 9349272 9731521
4 8239844 9624016 9627198
5 8300188 9514090 9611678
6 8388275 9492723 9486642
7 8298293 9542851 9514725
8 8407838 9407604 9418017
9 8399984 9367335 9255805
10 8212967 9149312 9242015
11 8081077 8942157 9252703
12 7942741 8789755 9155753
13 7967512 8782898 9180298
14 7811178 8629346 9210035
15 7952072 8682041 9026087
16 8050941 8445372 8831226
17 7963841 8340108 8709992
18 7919860 8252812 8635596
19 7953880 8085789 8574858
20 8024386 8227260 8479530
21 7997697 8163333 8585131
22 8090172 8253034 8541535
23 8026971 8458000 8766568
24 8093649 8629107 8971794
25 8165162 8777851 8882677
26 8189688 8798559 8966005
27 8155008 8683273 8980977
28 8117639 8773497 8943413
29 7864481 8711366 9229293
30 7947242 8735694 9131671
31 8034872 8773561 9034864
32 7932966 8572059 9093994
33 7855958 8443379 8866950
34 7870395 8289988 8807140
35 8014527 8251057 8623215
36 8231466 8411297 8397957
37 8302341 8305700 8429891
38 8386501 8277790 8224231
39 8171267 8195996 8367809
40 8210445 8261287 8431969
41 8409008 8545956 8404167
42 8415015 8537539 8485598
43 8537560 8611069 8455943
44 8652967 8949386 8537044
45 8613680 8905654 8745254
46 8661216 9084568 8755733
47 8688339 9119158 8742839
48 8599580 8904309 8790016
49 8441599 8951347 8850487
50 8245986 8658090 8745635
51 8318003 8492852 8598337
52 7932948 8336892 8651441
53 8115285 8264654 8557018
54 8251256 8397942 8467723
55 8199608 8207732 8349466
56 8114073 8123147 8420236
57 7897536 7984347 8396997
58 7866998 7963952 8456392
59 7550780 7664500 8566232
60 7309135 7766094 8802827
61 6896288 7662123 9215808
62 7458826 8074400 8946602
63 7979372 8482511 8857354
64 8489364 8742931 8698361
65 8611998 8835894 8505510
66 8496736 8679536 8568218
67 8850207 8866206 8394715
68 9130478 9223817 8323620
69 9404311 9166605 8151191
70 9379129 9235744 8307976
71 8989532 9159850 8507955
72 9006365 8961104 8352822
73 8912302 8893625 8240073
74 8736330 8625815 8286049
75 8733720 8535797 8189404
76 8811818 8598088 8104804
77 8982749 8634926 8035857
78 9063247 8680386 8021609
79 8772802 8550935 8149708
80 8542468 8225793 8153561
81 8527250 8356764 8105335
82 8598051 8401626 8178542
83 8617824 8347733 8096786
84 8858316 8566611 7962239
85 8941843 8631111 8123519
86 8842549 8649879 8151450
87 8840856 8851997 8386813
88 8577585 8712878 8679708
89 8365301 8839587 8780075
90 8542555 8895945 8722440
91 8809887 8867167 8442421
92 8870675 9006984 8447486
93 8714309 8878662 8613812
94 8576091 8696266 8495087
95 8449537 8606759 8455407
96 8613202 8454212 8271982
97 8611346 8451531 8112444
98 8685698 8438739 8111153
99 8540613 8218499 8096806
100 8745594 8512718 8031544
101 8648969 8523322 8236989
102 8979866 8705597 8076090
103 8993523 8915256 8209478
104 9202697 8928530 8168591
105 8901520 8755597 8162971
106 9103330 8951793 8215195
107 9150423 9068455 8316145
108 9001415 9093818 8403937
109 8992079 9045055 8453033
110 9242433 9253124 8374301
111 9229790 9371186 8427240
112 9255361 9285881 8461472
113 9154139 9277601 8394911
114 9003162 9142799 8541394
115 9025263 9043878 8432133
116 8916896 8934603 8278243
117 8701873 8529171 8231167
118 8761896 8415674 8028560
119 8792491 8575490 8115174
120 8827139 8455821 8070651
121 8987963 8626925 7908588
122 9106469 8598331 7938247
123 9062783 8648538 8002728
124 9117908 8913843 8076658
125 9245149 9039084 8226769
126 9393242 9262037 8198407
127 9268988 9259992 8372216
128 9114523 9123475 8471748
129 9220836 9261705 8314193
130 9121614 9408601 8654040
131 9089072 9343915 8671749
132 8990176 9263332 8581629
133 9193855 9221607 8475718
134 9232231 9112112 8223887
135 9064761 8970458 8235359
136 9031522 8801254 8233916
137 9047685 8900630 8174267
138 9046463 8875214 8246568
139 9065199 8808073 8155103
140 9021660 8667730 7933169
141 9236500 8815897 8012135
142 9299102 8910599 7965766
143 9509546 9216457 8008487
144 9468696 9131936 8101827
145 9354282 9372030 8326708
146 9515138 9540318 8418360
147 9157414 9409898 8642171
148 8902688 9293701 8663997
149 8723513 8952256 8619678
150 8921274 9041999 8449673
151 8955396 9012108 8377251
152 9000163 9067881 8561057
153 8763946 9001661 8565528
154 8544963 8677913 8570724
155 8265374 8376361 8476882
156 8268303 8452840 8426029
157 8395474 8412769 8429251
158 8890983 8804039 8228336
159 9247546 9215630 8260362
160 9707870 9345254 8060242
161 9985250 9649700 7978697
162 10049126 9715791 8038738
163 9968305 9682613 8168402
164 9809655 9825198 8197321
165 9926797 9765002 8264776
166 9945585 9773320 8143231
167 9804947 9729352 8275524
168 9929880 9628244 8185803
169 9871117 9810942 8212895
170 9891795 9766421 8256592
171 9605699 9538430 8342388
172 9656108 9594297 8239858
173 9568913 9464339 8321539
174 9397006 9302342 8216162
175 9382397 9125477 8067225
176 9307737 8945301 8112460
177 9249289 8926763 8042390
178 9189011 8900103 8080557
179 9216560 8828574 8033384
180 9090476 8777711 8008477
181 9156663 8838390 8113177
182 9222186 8803271 7905121
183 9373945 8891464 7833942
184 9423941 8944805 7976518
185 9401477 9089092 8017518
186 9302071 9079760 8201953
187 9269064 9059848 8174925
188 9348144 9276208 8229013
189 9382147 9214893 8292532
190 9283356 9069689 8156458
191 9212279 9082785 8167088
192 9215732 8969547 8164176
193 9463224 9082469 7951678
194 9212677 8905119 8077914
195 8906903 8646364 8107085
196 8664851 8573228 8185163
197 8636184 8325905 8105238
198 8735252 8356958 7976842
199 8714832 8503536 8114152
200 8748227 8353022 8046584
201 8791930 8504491 7979616
202 8732935 8412862 8106293
203 9089166 8683640 7960581
204 9189636 8957963 8086220
205 9101002 8741012 8107387
206 9101373 8777953 8065318
207 9120152 8779984 8022041
208 8892717 8480851 8031761
209 8831033 8543921 7989132
210 8760241 8527553 8177110
211 8787696 8323371 7890280
212 8717530 8296743 7852419
213 8557493 8125303 7959272
214 8453998 7807108 7725815
215 8376897 7733650 7692333
216 8419136 7642091 7663819
217 8384740 7553043 7507318
218 8267694 7363533 7500876
219 8269319 7243608 7363001
220 8392791 7444583 7321515
221 8451628 7446876 7456959
222 8495016 7491726 7296060
223 8365282 7431982 7465031
224 8549688 7652452 7553888
225 8787530 7929545 7467559
226 8909475 8064642 7589399
227 8995858 8239301 7669699
228 8867516 8333572 7732006
229 8945039 8329395 7803831
230 9017431 8413942 7670837
231 8864979 8328785 7820285
232 8845370 8195599 7786511
233 8760552 8179651 7678202
234 8682803 7884813 7643888
235 8515642 7621798 7478984
236 8136242 7364102 7514404
237 8111426 7176587 7536693
238 8193261 7387728 7499743
239 8160295 7267462 7465780
240 8293552 7424744 7544559
241 8422677 7584751 7497374
242 8500672 7669598 7633509
243 8455847 7705685 7602614
244 8683833 7962219 7559938
245 8830463 8127474 7726559
246 8775212 8222483 7724866
247 8855061 8271298 7782356
248 8951132 8346230 7822673
249 8973832 8333185 7690553
250 8866685 8218295 7812026
251 8904016 8132787 7554152
252 8775001 7933032 7495721
253 8686779 7687423 7503844
254 8570064 7562201 7353796
255 8486878 7409057 7387330
256 8477714 7260792 7179106
257 8497707 7300342 7114159
258 8575308 7361845 7229962
259 8514928 7395506 7172980
260 8525706 7529965 7349280
261 8547480 7485457 7403108
262 8545288 7565893 7280067
263 8642261 7814293 7556608
264 8823212 8090696 7621830
265 8848699 8221012 7731905
266 8727099 8053897 7763557
267 8806432 8088019 7591421
268 8826967 8017466 7550702
269 8872902 8070562 7641008
270 8841375 8241478 7690227
271 8803106 8134485 7749232
272 8867229 8111665 7681799
273 8808782 8142776 7612899
274 8689930 7857220 7612619
275 8679239 7743569 7401297
276 8546551 7714915 7529601
277 8533852 7556850 7464137
278 8660886 7648598 7283119
279 8588909 7546691 7364382
280 8717737 7618447 7326610
281 8792424 7853721 7359305
282 8843625 7817849 7412521
283 8874227 7955972 7421011
284 9013827 8160590 7499314
285 9149558 8167545 7507098
286 9129785 8362162 7513195
287 9140374 8359284 7666134
288 9057291 8337913 7675170
289 8966366 8399286 7752518
290 8926059 8338169 7855206
291 8967515 8415650 7774846
292 8772731 8244652 7890526
293 8785917 8182568 7832139
294 8717020 8124113 7736925
295 8701988 8049980 7754017
296 8603155 7981378 7732936
297 8569557 7975184 7688539
298 8608539 7911239 7790880
299 8523528 7910191 7683690
300 8579645 7891901 7695421
301 8634764 7831719 7634736
302 8652779 8019695 7675047
303 8776512 8155295 7758500
304 8978593 8273552 7641470
305 8883234 8275508 7765193
306 8841353 8249819 7825783
307 8950095 8472559 7817852
308 9013786 8488116 7850409
309 8959093 8351452 7842774
310 8839458 8325502 7747853
311 8991204 8176921 7608478
312 9075594 8260778 7555343
313 8929155 8396941 7802655
314 8804508 8195827 7833903
315 8629894 8090573 7738340
316 8525535 7835390 7714949
317 8507425 7526262 7468174
318 8683058 7794813 7391743
319 8847501 7925939 7537046
320 8840283 8102099 7619058
321 8896259 8303524 7753843
322 9057889 8274677 7702992
323 8921899 8370472 7795050
324 8952147 8524084 7974917
325 8978685 8482071 7866560
326 8967500 8454853 7789579
327 9173295 8573780 7824747
328 9206880 8728204 7871903
329 9111468 8599485 7889875
330 9169999 8455621 7736636
331 9054202 8526778 7735277
332 8986872 8332977 7773000
333 9015939 8237184 7590662
334 9055849 8109650 7383193
335 8988379 7955366 7468419
336 8880169 7973353 7418257
337 8825293 7834838 7366759
338 8833977 7654626 7322387
339 8614187 7543387 7249477
340 8444983 7316433 7292065
341 8451377 7227978 7111788
342 8628188 7434006 7101397
343 8821922 7568828 7185773
344 9114465 8013424 7198632
345 9288796 8236043 7335250
346 9249934 8221334 7430204
347 9342904 8454096 7430003
348 9392357 8423909 7495345
349 9357605 8389605 7440526
350 8970977 8275584 7590971
351 8977352 7985226 7457859
352 9053316 7946538 7207651
353 8877876 7937962 7444319
354 8555972 7580926 7411553
355 8409771 7399084 7287001
356 8270465 7026293 7221164
357 8314030 6917747 6960443
358 8551510 7121897 6937381
359 8540026 7012387 6929788
360 8515523 7067906 6858287
361 8505121 7067723 6984183
362 8697286 7128739 6879630
363 8784837 7319996 6864988
364 8490366 7023680 7031065
365 8424232 7084574 7005649
366 8723297 7523359 7171644
367 8988588 7775178 7195927
368 9005166 7930761 7221041
369 8751631 7709715 7349667
370 8758150 7755092 7357721
371 8921271 7870088 7232261
372 8841994 7788417 7401044
373 9053506 7843047 7144399
374 9174428 7733153 6939268
375 8906716 7166670 6722100
376 8424472 6805813 6698763
377 8340731 6602868 6664599
378 8593123 6897309 6635111
379 8733036 7193776 6727107
380 8718059 7039775 6760985
