0 6689904 5741570 7494738
1 6896818 5791204 7420420
2 7121496 6198832 7532068
3 7293744 6537433 7672983
4 7688387 6470344 7313107
5 7905874 6699141 7316697
6 8089217 7189742 7485106
7 8270398 7437936 7596254
8 8598543 7711217 7626390
9 8734374 7861127 7619953
10 8755851 8088602 7741543
11 8639953 8122247 7930255
12 8499981 7843897 7907324
13 8142427 7432370 7791737
14 8218967 7543775 7724660
15 8161000 7335257 7687829
16 7733478 6970471 7766836
17 7292446 6577861 7720537
18 6550549 6021656 7908473
19 6746442 6000030 7775279
20 6840501 5614325 7252457
21 7048441 5785653 7152463
22 6905504 5769495 7301750
23 6857624 6025268 7701638
24 7255993 6477951 7699962
25 7658932 6780977 7549580
26 8211532 7162536 7473122
27 8447441 7246398 7398973
28 8684398 7603904 7386615
29 8722156 8002382 7735097
30 8673918 7970988 7797066
31 8643241 7955820 7794215
32 8655684 8009290 7734119
33 8520230 7797528 7715806
34 8232661 7468817 7783913
35 7846120 7033472 7655275
36 7472921 6694121 7615984
37 7276319 6517123 7735988
38 6982907 6122483 7683925
39 6655442 5969938 7705285
40 6619623 5811450 7592697
41 6891493 5836096 7466659
42 7062737 5924626 7388692
43 7226047 6433520 7601279
44 7295596 6505717 7648663
45 7733904 6903004 7687709
46 8366359 7351528 7440350
47 8692957 7626039 7338455
48 9016596 7916522 7384074
49 8987310 7887867 7463253
50 8812065 8024358 7637527
51 8695871 7907278 7640145
52 8521916 7836727 7876820
53 8507235 7576965 7535298
54 8459975 7544063 7494417
55 8268363 7246267 7425519
56 7778128 6536040 7283147
57 7432486 6404855 7469166
58 7128897 6269140 7556459
59 6590755 5957450 7854513
60 6710004 5790897 7591098
61 6822833 5906845 7466229
62 7247321 6098258 7249149
63 7403975 6227795 7339546
64 7601596 6580334 7519514
65 7639809 7015747 7789518
66 8002593 7261480 7727413
67 8498582 7482293 7490526
68 8815006 7876670 7497016
69 9039692 8202711 7573425
70 9012875 8219695 7692852
71 8814715 8013236 7750606
72 8660915 7806152 7619157
73 8714592 7751660 7472777
74 8270730 7405549 7723694
75 8034821 7317890 7805088
76 7831672 6870423 7470985
77 7192040 6610962 7898004
78 6935356 6148117 7714442
79 6797395 5756776 7472598
80 6763259 5778926 7426439
81 6886403 5818758 7364699
82 7016120 5860419 7342149
83 7273733 6205362 7339136
84 7423085 6340424 7317793
85 7829535 6562664 7302493
86 8193239 6949765 7269302
87 8535193 7452397 7290045
88 8640264 7660350 7498383
89 8669346 7830580 7704218
90 8777661 7940603 7664336
91 8707490 7944308 7609752
92 8397945 7707837 7828000
93 8152988 7456844 7828263
94 8162536 7350867 7639278
95 8056404 7122639 7532742
96 7636562 6693624 7600223
97 7354002 6719882 7911566
98 7221783 6625503 7792721
99 7109153 6354056 7661779
100 7138452 6160825 7591515
101 7156787 5980182 7266890
102 7195708 6055289 7213161
103 7326064 6186616 7421017
104 7365623 6456542 7567969
105 7588833 6610654 7437895
106 8112274 7138532 7465088
107 8338372 7369424 7558810
108 8668572 7443171 7273628
109 9003303 7829441 7268165
110 8950405 8033793 7549371
111 8698125 7796672 7652766
112 8682177 7770196 7535183
113 8611105 7688832 7553654
114 8251114 7449589 7731217
115 8078333 7176305 7669195
116 7628723 6740066 7576134
117 7277397 6393071 7549844
118 6936031 6043618 7650820
119 6782682 5914444 7649624
120 6597459 5791623 7671551
121 6563474 5760674 7596038
122 6870024 5919703 7600307
123 7017368 6118024 7527803
124 7643017 6439863 7136678
125 8022254 6860224 7321900
126 8423804 7394891 7503041
127 8746076 7682653 7378324
128 9041201 8027905 7374861
129 8936013 8050378 7610325
130 8905152 7828702 7405588
131 9023623 7998349 7424961
132 8657460 7849663 7678943
133 8276280 7603176 7860099
134 8013760 7370663 7823092
135 7908078 7032499 7525159
136 7759972 6709711 7435780
137 7276459 6372696 7650503
138 7192614 6375290 7659869
139 6882893 6161043 7718542
140 6872475 5792169 7453165
141 6928702 5783428 7402939
142 6994398 5924291 7402341
143 7272954 6062470 7228742
144 7713582 6431952 7310565
145 7762626 6760178 7459471
146 8044102 6985118 7365620
147 8224159 7308938 7519288
148 8635804 7446631 7405961
149 8686760 7590906 7383873
150 8822311 7893678 7465155
151 9002266 8063321 7568302
152 8902195 7997117 7628424
153 8732722 8000580 7655319
154 8508197 7976972 7860958
155 8053485 7408915 7872966
156 7606216 7052217 7929167
157 7251031 6710240 7859301
158 6864008 6111993 7768477
159 6723059 5754273 7550776
160 6875200 5766753 7342827
161 6889744 5960590 7514102
162 6935200 5846819 7373948
163 7307800 5996788 7247414
164 7591735 6336199 7098381
165 7856857 6671287 7248243
166 8317505 6918146 7183637
167 8607434 7298743 7186807
168 8852226 7622581 7213673
169 9046111 8037960 7476659
170 9037349 8068587 7591222
171 8941344 8036361 7614773
172 8564583 8210249 8093065
173 8213564 7891999 8168761
174 8015703 7286979 7723225
175 7925504 7086574 7581056
176 7535926 6529292 7432811
177 7193740 6413015 7735127
178 6958620 6015724 7533596
179 7160521 5890792 7196587
180 6701896 5689200 7484392
181 6610436 5499192 7404267
182 6878808 5611185 7216668
183 7300106 6086185 7204314
184 7555048 6464336 7388697
185 8161475 6884168 7221242
186 8543480 7553095 7555264
187 8827533 8088706 7696726
188 9175984 8083451 7437738
189 9415730 8245950 7368607
190 9119749 8087464 7406021
191 8938901 7879410 7469096
192 8517448 8069334 8127204
193 8366438 7825988 7938890
194 8161545 7587031 7835394
195 7993990 7146740 7650636
196 7436568 6421912 7527672
197 7277500 6188716 7394215
198 7097903 6188099 7523737
199 7032909 6110030 7533781
200 7212151 6015412 7364266
201 7094279 6100808 7452891
202 7264163 6238431 7392509
203 7338674 6305989 7492668
204 7643528 6379721 7172134
205 7844431 6786227 7326736
206 8428512 7449210 7550143
207 8674600 7783818 7628325
208 8816924 7790399 7466065
209 8901917 7722687 7210769
210 9003504 7927076 7477392
211 9001835 7864071 7408997
212 8858999 7898426 7527491
213 8304135 7596216 7741712
214 8163214 7390259 7739949
215 7936797 7094793 7670649
216 7384519 6846693 7840799
217 7146677 6386801 7751021
218 7266202 6104292 7410816
219 6943719 6172712 7739654
220 6793606 5946093 7545452
221 6829466 5729592 7370850
222 6984514 5641182 7130718
223 7246155 5901944 7064137
224 7508947 6351747 7279787
225 7814968 6691840 7427243
226 8242757 7227594 7463736
227 8520847 7521333 7399851
228 8755703 7824763 7501108
229 8908904 7917566 7558539
230 8874648 8034594 7598085
231 8818015 8129422 7684256
232 8868354 8001950 7680232
233 8434520 7440576 7602001
234 8095015 7271484 7681245
235 7753395 7227139 7943206
236 7453969 6864806 7941667
237 7242526 6489115 7763980
238 7159242 6385318 7636410
239 7182479 6245175 7534261
240 7029732 6095738 7634305
241 6978682 5968432 7472700
242 6989955 6035311 7442568
243 7282697 6248165 7403120
244 7610277 6346575 7276622
245 7869384 6694836 7267986
246 8292306 7179806 7328590
247 8329984 7416677 7566931
248 8806793 7644689 7296799
249 8988779 7842197 7253569
250 8996140 8052014 7522899
251 9013831 8144423 7702724
252 8948123 8112396 7607322
253 8536206 7686735 7579467
254 8263015 7483309 7735445
255 8015497 7506633 8062879
256 7708149 6975925 7689338
257 7358810 6445086 7546537
258 7012071 6101230 7673277
259 6716032 6042580 7823344
260 6598066 5936290 7775183
261 6634482 6014170 7799363
262 6802385 5819123 7553544
263 7277196 5896180 7080536
264 7741972 6375157 7058316
265 8017257 6842775 7352009
266 8401707 7461950 7552452
267 8675637 7803926 7570419
268 8774027 8060465 7731225
269 9011846 8257813 7802088
270 8969965 8216807 7746535
271 8880237 8134485 7675060
272 8892617 8187662 7750482
273 8816598 7862148 7553136
274 8580288 7781563 7752515
275 7913581 7583655 8150499
276 7338866 7031103 8177521
277 7386280 6609181 7810448
278 7062219 6042103 7466162
279 6912534 5909535 7395334
280 6735817 5867362 7677878
281 7069700 6044117 7497671
282 7256241 6213478 7361349
283 7292920 6277902 7461632
284 7761755 6574520 7354349
285 8182281 7016020 7351733
286 8364647 7195617 7297333
287 8427663 7388240 7480364
288 8912547 7854833 7445052
289 9186475 8161088 7408118
290 9340955 8357258 7433959
291 9406703 8503882 7661749
292 9134183 8324733 7717386
293 8854341 8026509 7591703
294 8404470 7751533 7814407
295 8072665 7298424 7807337
296 7596310 7042380 7948888
297 7278405 6717441 7831930
298 7147924 6333655 7702123
299 7022188 6109457 7632191
300 6806868 5963661 7602606
301 7105995 6087311 7382167
302 7138260 6110831 7528468
303 7380229 6421210 7511234
304 7734236 6623048 7329901
305 7889348 6850328 7397616
306 8595166 7417431 7379636
307 8829347 7660386 7304779
308 8893365 7800449 7350152
309 8877413 8091370 7717200
310 8887051 8126925 7766070
311 8908797 7981902 7499589
312 8764897 8058625 7722148
313 8440442 7786120 7908540
314 7952947 7519788 8077202
315 7995238 7325299 7728260
316 7806760 7011696 7668518
317 7575269 6577339 7557011
318 7293529 6370844 7595483
319 7244901 5986351 7150353
320 7090309 5711875 7123101
321 7153895 5822035 7213893
322 7210813 5941038 7190773
323 7471887 6206676 7159828
324 7769611 6465038 7207699
325 8129445 6876065 7269663
326 8680873 7458593 7167758
327 8844886 7613734 7259113
328 8940139 7624844 7224069
329 9190346 7978660 7246519
330 9312410 8268187 7392477
